p.BIN1,p.BIN2,p.BIN3,p.BIN4,logBIN1,logBIN2,logBIN3,logBIN4,meanCS.BIN1,meanCS.BIN2,meanCS.BIN3,meanCS.BIN4,medianCS.BIN1,medianCS.BIN2,medianCS.BIN3,medianCS.BIN4,type
crRNA004:7-33_consecDouble_17,0.605562670272,0.626639111111111,0.292008,0.139191839111111,0.217840904635074,0.202982502512643,0.534605250235615,0.856386226887165,-0.162052722756343,0.0654353142437782,0.262312062610446,0.346446749221172,-0.0764932114566573,0.0228801898285734,0.0876288306425595,0.260555294591307,Consecutive Double
crRNA004:7-33_consecDouble_18,0.593039469575111,0.266866348032,0.279695062129778,0.092169347904,0.226916401326732,0.573706187491771,0.553315200803016,1.03541348512262,-0.0998307180828095,0.184212661524336,0.281248528850744,0.322268554156467,-0.177885053789779,0.168433282265283,0.401589947524315,0.300532597375076,Consecutive Double
crRNA004:7-33_consecDouble_19,0.480958040064,0.280797476081778,0.134873088,0.215766287352889,0.317892810868477,0.551606800134408,0.870074698949887,0.666016411184006,-0.211166007245062,0.123807932265052,0.325542516494172,0.455672275341202,-0.255279998556633,0.299550754119681,0.492496833625796,0.428393511351421,Consecutive Double
crRNA004:7-33_consecDouble_20,0.239153777777778,0.217430822279111,0.024727224,0.119575166584889,0.621322754432057,0.662678891726638,1.60682463694047,0.922359005422775,-0.263945886441458,0.184217300683487,0.48399379511389,0.482685799824704,-0.420599594071299,0.146703844752363,0.437154779213011,0.509115872926361,Consecutive Double
crRNA004:7-33_consecDouble_21,0.168281758656,0.787930266894222,0.0393659705528889,0.420851308608,0.77396295796592,0.103512216575328,1.40487903672627,0.375871318077367,-0.234623427293762,-0.09354535533154,0.420645244733665,0.182489131011108,-0.122931518235,-0.167420783647054,0.37796714838113,-0.0142810055053777,Consecutive Double
crRNA004:7-33_consecDouble_22,0.953439744,0.644475140878222,0.686667420785778,0.928516293767111,0.0207067485279919,0.190793829881764,0.163253557394797,0.032210470781436,-0.107037131164408,0.258723839924118,0.301082177447792,-0.113618744275586,-0.107037131164408,0.258723839924118,0.301082177447792,-0.113618744275586,Consecutive Double
crRNA004:7-33_consecDouble_23,0.232317838222222,0.191379756423111,0.195970879736889,0.0478567756231111,0.633917442184064,0.718104002498041,0.707808457771874,1.32005656556929,0.556069168454241,-0.233777672124438,-0.378508572323215,-0.559625472131891,0.755595325924843,0.206382730968377,-0.145977243832045,-0.523267266371759,Consecutive Double
crRNA004:7-33_consecDouble_24,0.019419635712,0.573411397176889,0.484848090680889,0.278961116046222,1.71175892117117,0.241533679227272,0.314394310290781,0.554456328136574,0.959790299211067,-0.137862671629979,-0.16908516729062,-0.315059085656899,1.13966038564776,-0.0412457916605012,0.0378706635033479,-0.460500230659087,Consecutive Double
crRNA004:7-33_consecDouble_25,0.000326277063111111,0.0197227031111111,0.023006046144,0.130089928704,3.48641345552381,1.70503356273214,1.63815801346476,0.885756324326835,1.49947796196787,-0.661190340913169,-0.660036112525722,-0.638194728152987,1.54411277097518,-0.794864713227952,-0.640723323929305,-0.62409363036138,Consecutive Double
crRNA004:7-33_consecDouble_26,0.0554145582222222,0.0377853768888889,0.041888103936,0.0263226357191111,1.25637612471218,1.42267624156984,1.37790929752298,1.57967062641998,0.650786520941313,-0.728154356830296,-0.872529185173794,-0.829175968559278,0.993524000409605,-0.385429058898095,-0.448334194235024,-0.416078989270668,Consecutive Double
crRNA004:7-33_consecTriple_01,0.037479024,0.121522799232,0.000312796280888889,0.00244957938488889,1.42621172720084,0.915342235219912,3.50473841929197,2.61090848155546,1.22378861444727,-0.791815347701857,-1.32777932863341,-1.22260892493214,1.22378861444727,-0.791815347701857,-1.22297751389993,-0.834329992926891,Consecutive Triple
crRNA004:7-33_consecTriple_02,0.149122649201778,1,0.502942639111111,0.227968728,0.826456389569669,0,0.298481543647957,0.64212472400179,-0.462677622245313,-0.13444971253049,0.137101868184613,0.0512832271560039,-0.505772267986656,-0.13444971253049,0.0422426038869996,-0.0737903409834611,Consecutive Triple
crRNA004:7-33_consecTriple_03,0.421824,0.771293074552889,0.228890871047111,0.360783533568,0.37486871437594,0.112780568153836,0.640371528133348,0.442753292204782,-0.131019968029575,-0.0252953289578369,0.180745274440324,0.236430085125111,-0.0367479378449286,-0.0497839797054718,0.168213612777687,0.197313763704316,Consecutive Triple
crRNA004:7-33_consecTriple_04,0.007413978624,0.769258156032,0.299950461447111,0.208989867064889,2.12994867046349,0.113927890464431,0.522950465602572,0.679874770274049,-0.708729344077726,-0.143712763645169,0.199413111732229,0.204457218930202,-0.585449031359077,-0.143712763645169,0.10854905369507,0.156740143295233,Consecutive Triple
crRNA004:7-33_consecTriple_05,0.016611348864,1,1,1,1.77959510081728,0,0,0,-0.846100279185586,-0.104227152486965,0.100357430687297,0.220552263854423,-0.846100279185586,-0.104227152486965,0.100357430687297,0.220552263854423,Consecutive Triple
crRNA004:7-33_consecTriple_06,0.190468092359111,0.420203679111111,0.0470251600568889,0.137033864824889,0.720177767878167,0.376540149429688,1.3276697175914,0.863172093506799,-0.148123090312389,0.1482109932549,0.378763547650016,0.342109174967736,-0.123541314331499,0.139678911291942,0.410553077204261,0.256467569784779,Consecutive Triple
crRNA004:7-33_consecTriple_07,0.315462144,0.455111111111111,0.0399024670791111,0.0296766648888889,0.501052749378074,0.34188256147155,1.39900025203953,1.52758490735989,-0.250767109504834,0.11988334838685,0.626960493599001,0.522482845827242,-0.115523117378224,0.103851876693418,0.51440318650276,0.445747854368245,Consecutive Triple
crRNA004:7-33_consecTriple_08,0.140546223352889,0.200556997056,0.538002,0.672494304824889,0.852180819918063,0.697762181701277,0.269216109858984,0.172311389234249,-0.51407798015336,0.284567590053192,0.123648719190862,0.122818383924434,-0.454226993910188,0.284567590053192,0.32828022601343,0.188982904406802,Consecutive Triple
crRNA004:7-33_consecTriple_09,0.101659224768,0.345508753415111,0.110711590919111,0.092522938368,0.992853206459633,0.461540945361493,0.955806908401394,1.03375058324314,-0.281413109959652,-0.0620355732536705,0.325539450125513,0.438513237185795,-0.206080381539572,-0.055676480983366,0.293235258116408,0.30034058569133,Consecutive Triple
crRNA004:7-33_consecTriple_10,0.144946834161778,0.0961540191360001,0.044443304448,0.274104648192,0.838791265794222,1.01703255799746,1.35219365787295,0.562083599750468,-0.333411971455895,0.255732386711267,0.478735333408715,0.249575847662492,-0.429861260062155,0.217716610777702,0.533847862522521,0.220710542846692,Consecutive Triple
crRNA004:7-33_consecTriple_11,0.0808920479928889,1,0.140903195136,0.439256207480889,1.09209416914854,0,0.851079158670625,0.357282092426526,-0.391949893010881,0.0113021427735163,0.334577789956574,0.062999487626755,-0.334220831413969,0.045943339168736,0.353282636260165,-0.0254757162108146,Consecutive Triple
crRNA004:7-33_consecTriple_12,0.134292254200889,0.401795349696,0.239497775630222,0.187484298126222,0.871949036138614,0.395995094001542,0.62069851580268,0.727035098723921,-0.204380556150371,0.245875950248594,0.220219481595673,0.424539466786132,-0.131598177745498,0.237625950448789,0.42085541702877,0.473030759868837,Consecutive Triple
crRNA004:7-33_consecTriple_13,0.00119984000711111,0.00239936005688889,0.000153336305777778,0.00359919358577777,2.92087666117009,2.61990457529743,3.81435500410086,2.44379479380998,1.32091621519363,0.00486745058086065,0.717547754988201,0.605193132956392,0.757667613917116,0.423576822955734,1.52628075118749,0.83694608343719,Consecutive Triple
crRNA004:7-33_consecTriple_14,0.00568304890311111,0.333437646336,0.028746487872,0.161673904128,2.24541860679885,0.476985368296288,1.54141520805204,0.79136007414318,-0.601542849990968,-0.167187636484177,0.44771575893046,0.274636332332267,-0.538529802480609,-0.241045855355111,0.452407161970012,0.493679865008909,Consecutive Triple
crRNA004:7-33_consecTriple_15,0.354169681166222,0.525174646727111,0.101620002816,0.225454344,0.450788619503334,0.27969624802865,0.993020797390954,0.646941392395316,-0.0918352727171245,0.0640987322768962,0.405073356905635,0.411599641452597,-0.305681183115445,-0.0304746419404778,0.531535265711957,0.223867016134575,Consecutive Triple
crRNA004:7-33_consecTriple_16,0.492309336,0.574902927815111,0.314307452928,0.0947833657671111,0.307761928324669,0.240405479611619,0.502645320773293,1.02326787352087,-0.204246058731021,0.00724159749280579,0.306243965725428,0.409801634654185,-0.034673138514184,0.106183715901062,0.379170586158668,0.405034038511688,Consecutive Triple
crRNA004:7-33_consecTriple_17,0.500578408455111,0.985527,0.139657190343111,0.0818528142222222,0.300527886831331,0.0063314730685716,0.854936699447781,1.08696638430126,0.026736983428834,0.00883574527998152,0.371060451765379,0.527447825877661,0.139348711777141,-0.0407531859673511,0.387656994189117,0.58060782151855,Consecutive Triple
crRNA004:7-33_consecTriple_18,0.339577807303111,0.0101520240071111,0.00388880152177778,0.0113009228942222,0.469060700291265,1.99344736390946,2.41018422198403,1.9468860882421,-0.0264998881508886,0.528189077379817,0.861170553008232,0.673458694353759,0.0926868147088139,0.429399500881376,1.01364450718118,0.74431622560988,Consecutive Triple
crRNA004:7-33_consecTriple_19,0.0891030000000001,0.362833989895111,0.0394996409671111,0.127745014464,1.05010767349946,0.440292035469607,1.40340685188521,0.893656040179741,0.148626589256587,-0.0379132414650785,0.545771274013367,0.466587855786018,-0.450631046334121,0.0146178141168662,0.442539440214482,0.375203205709482,Consecutive Triple
crRNA004:7-33_consecTriple_20,0.111392146375111,0.0265394897777778,0.067881476928,0.235725312,0.953145427709749,1.57610743071143,1.16824871711007,0.62759378076926,-0.49935741539692,0.448239809574318,0.446375522331152,0.463115322069155,-0.267886411565017,0.682864208431899,0.302545997972954,0.441177750116952,Consecutive Triple
crRNA004:7-33_consecTriple_21,0.466951280910222,0.000538218432,0.0635043811697778,0.0944332754062222,0.330728428931943,3.26904143333031,1.19719631168089,1.02487494660338,-0.113564996689414,0.664262682837988,0.522482576946322,0.571998341662198,-0.259109669644215,0.669953053909765,0.587506999385913,0.540881829451688,Consecutive Triple
crRNA004:7-33_consecTriple_22,0.356835847111111,0.711348533496889,0.252938423559111,0.565067833344,0.447531523632954,0.147917559486,0.596985192513359,0.247899414342187,-0.585312948280844,0.0259731103897625,0.25301300417965,0.289449016770467,-0.585312948280844,0.0259731103897625,0.25301300417965,0.289449016770467,Consecutive Triple
crRNA004:7-33_consecTriple_23,0.0310919649848889,0.00283873985422222,0.350213222855111,0.0414192425102222,1.5073518300595,2.54687440495651,0.455667460466743,1.38279784790125,-0.344660048335239,0.282744197080031,-0.24452139677692,-0.629630436747296,0.104838428645929,0.975079546234441,-0.29192698021554,-0.816752438800521,Consecutive Triple
crRNA004:7-33_consecTriple_24,0.00408800667022222,0.137058139704889,0.0486781653902222,0.105347092024889,2.3884884042534,0.863095167173406,1.31266579806558,0.977377448048047,1.03367641746136,-0.475843719677698,-0.828340969455137,-0.432019388756195,1.29790039672529,-0.353476088434584,-0.850742504555813,-0.45524603544494,Consecutive Triple
crRNA004:7-33_consecTriple_25,0.007026118656,0.0174571487928889,0.0631516186808889,0.0224047125048889,2.15328452018434,1.75802668643972,1.199615513277,1.64966062454011,1.00481548754035,-0.566461150795405,0.109040972338837,-0.855988873251332,0.982793789479617,-0.486711678200691,-0.183251951537425,-0.918811229002496,Consecutive Triple
crRNA004:7-33_FirstOrder_01,0.064334559744,0.0203537949368889,0.040443816,0.0497051201991111,1.19155566667083,1.69135460528419,1.3931478741108,1.30359887163519,0.840470931296176,-1.21922459210412,-0.853381400794664,-0.748654758761355,0.6291574659096,-1.21922459210412,-0.775363620655936,-0.699522594390168,First Order
crRNA004:7-33_FirstOrder_02,0.00345853451377778,0.0354350451057778,0.197511238769778,0.0491817420942222,2.4611078860057,1.45056701008243,0.70440818714219,1.30819609193508,1.03227155128066,-0.555022061067205,-0.523854576184471,-0.679368623989467,1.31168600003016,-0.6333449404295,-0.541403362979454,-0.793615839838926,First Order
crRNA004:7-33_FirstOrder_03,0.233678303232,0.077488016448,0.0879267215928889,0.00839774003911111,0.63138160949075,1.11076545611197,1.05587911950267,2.07583757353316,0.603044163577181,-0.30499677474756,-0.247564319745792,-0.78782325984132,0.775864617604134,-0.287055839413966,-0.51600119987027,-0.692732871642639,First Order
crRNA004:7-33_FirstOrder_04,0.409920700145778,0.403098,0.163128480270222,0.023287176,0.387300150158505,0.394589356625214,0.787470209748113,1.63288317449574,0.83722082159631,-0.242858372020739,-0.520741535359143,-0.675933895752167,0.83722082159631,-0.343663022267524,-0.613061187963991,-0.620331988826498,First Order
crRNA004:7-33_FirstOrder_05,0.093296738304,0.722903962510222,0.438689807111111,0.139189558385778,1.03013353911883,0.14091939471408,0.357842456242025,0.856393343069755,1.11169426843802,-0.29631715215566,-0.234630076111174,-0.938353440088477,1.11169426843802,-0.29631715215566,-0.234630076111174,-0.938353440088477,First Order
crRNA004:7-33_FirstOrder_06,1,0.217246270222222,0.763052512704,0.181638448113778,0,0.663047670970492,0.117445573194774,0.74079221728914,0.370958819021282,-0.656116991056341,-0.495365646145284,-0.750605829041841,0.370958819021282,-0.656116991056341,-0.495365646145284,-0.750605829041841,First Order
crRNA004:7-33_FirstOrder_07,0.012944475456,0.190086392888889,0.0381764817848889,0.202929783168,1.88791554362079,0.721048970482149,1.4182040972051,0.692654208677419,0.851562685623239,-0.19553447605483,-0.437290882432853,-0.421451087033501,0.775068721327791,-0.194114398647035,-0.398182842389337,-0.62552835845402,First Order
crRNA004:7-33_FirstOrder_08,0.082066378368,0.111111111111111,0.050096086848,0.0149130808888889,1.08583473179545,0.954242509439325,1.30019619682125,1.82643262651183,0.791669547646887,-0.372807211698957,-0.576417656370548,-0.9257058055387,0.955582510140075,-0.43645862918574,-0.605882972250198,-0.982487913143208,First Order
crRNA004:7-33_FirstOrder_09,0.0189743473991111,0.368438644280889,0.122264810247111,0.183116637703111,1.72183315223558,0.433634824409606,0.912698521823831,0.737272194560202,0.883645660479785,-4.9578965561949e-05,-0.265786926028911,-0.258085278420452,0.908770014602106,0.0405444656482723,-0.288519830593042,-0.161952930724099,First Order
crRNA004:7-33_FirstOrder_10,0.258584073223111,0.193675944,0.546224933376,0.137058139704889,0.587398227809558,0.712924318552194,0.262628479625676,0.863095167173406,0.555864574934346,0.025164911981813,-0.231657797481341,-0.555608080218295,0.234851731626717,-0.359371906798679,-0.231657797481341,-0.31923341074924,First Order
crRNA004:7-33_FirstOrder_11,0.0186712082062222,0.399703216881778,0.116392652935111,0.419233481159111,1.72882757812388,0.398262356447468,0.934074432834271,0.377544040666495,0.972152996759828,0.367597723265175,-0.402380191018166,-0.221251955846113,1.17852091627694,0.367597723265175,-0.417026650746384,-0.0296193265243138,First Order
crRNA004:7-33_FirstOrder_12,0.265527777777778,0.785789729777778,0.465081716544,0.195865656888889,0.575890039160396,0.104693651688614,0.332470733290304,0.708041706583986,0.579583979814386,-0.0294413055093571,-0.0702004062146532,-0.286887271426308,0.720513907379732,0.138418199061619,0.0499918355454716,-0.100289396560249,First Order
crRNA004:7-33_FirstOrder_13,0.046875,0.0797313137777778,0.215927493105778,0.0747936275271111,1.32905871926422,1.09837107973282,0.665692057323218,1.12613540277332,0.63145430273474,-0.341173441158365,-0.349230150727527,-0.553972195715356,0.570590229405373,-0.491618761535205,-0.520035126860538,-0.501753930393356,First Order
crRNA004:7-33_FirstOrder_14,0.0275154465208889,0.349108377792,0.345792,0.120742906368,1.56042343506127,0.457039728999689,0.461185058476917,0.918138374578343,1.41396788624797,-0.294193502512188,-0.302498700160773,-0.961938449085899,1.41396788624797,-0.294193502512188,-0.302498700160773,-0.961938449085899,First Order
crRNA004:7-33_FirstOrder_15,0.263733646222222,0.662669477134222,1,0.214110269376,0.578834460891015,0.178703032755004,0,0.669362502129327,0.448169439422781,0.0250066186349836,-0.0306015058933897,-0.433516378077377,0.74372380822139,0.166590760366343,0.0811922928141569,-0.363593460186722,First Order
crRNA004:7-33_FirstOrder_16,0.666754069383111,0.631438207104,0.230622153024,0.678126688312889,0.17603432501156,0.199669143330058,0.63709897772656,0.168689163219308,-0.0247703573053413,0.114789802273847,0.209185213909276,0.0610050620693375,-0.0333971827121493,0.22345852381623,0.147151649907333,0.0121497162576724,First Order
crRNA004:7-33_FirstOrder_17,1,0.744251960888889,0.387909197952,1,0,0.128280012439246,0.411269922456044,0,-0.164350863812177,0.0272754829835135,0.44585042867629,0.180504371760869,-0.164350863812177,0.0272754829835135,0.44585042867629,0.180504371760869,First Order
crRNA004:7-33_FirstOrder_18,0.843956777016889,0.233656888888889,0.331389065976889,0.266494837255111,0.0736797950612367,0.631421410178607,0.479661825018191,0.574311200045795,-0.30758298627963,0.381809702315493,0.430361211787182,0.135513665033888,-0.30758298627963,0.381809702315493,0.430361211787182,0.135513665033888,First Order
crRNA004:7-33_FirstOrder_19,0.157108783047111,0.765968266752,0.0665167576391111,0.0803650618737778,0.803799535378414,0.115789222351695,1.17706892863114,1.09493271659009,0.351777226725851,-0.120513592715758,-0.346161919085501,-0.417881943381881,0.284428141566539,-0.16747805816147,-0.378692213152521,-0.713460634880681,First Order
crRNA004:7-33_FirstOrder_20,0.594186871239111,0.0863914690702222,0.633438170865778,0.436770028416,0.226076948310542,1.0635291408388,0.198295769671257,0.359747170990446,0.190530461964075,0.0370070560958378,-0.140953344299681,-0.325721581776071,0.417568198705473,0.498204937082477,-0.225742368576673,-0.346649414923565,First Order
crRNA004:7-33_FirstOrder_21,0.073672760888889,0.522719312135111,0.345224773632,0.235648171576889,1.13269305464162,0.281731454371779,0.461898046486302,0.627735925635508,0.600259219341705,0.042826208614528,-0.103498380418705,-0.235554761704221,0.644686421988831,-0.00501138223773181,-0.0575120689484855,-0.268858942110984,First Order
crRNA004:7-33_FirstOrder_22,0.300467765952,0.290740239111111,0.0776979161528889,0.035744526912,0.522202112080729,0.536494856724504,1.10959062875941,1.44679044655891,0.451848278557667,-0.0409201906858704,0.29198853380667,-0.632576661537405,0.480305000243957,-0.0189226983874819,0.25741036618738,-0.692237456543677,First Order
crRNA004:7-33_FirstOrder_23,0.00999059911111112,0.292293583758222,0.047780772288,0.000337336376888889,2.00040846744489,0.534180717892589,1.32074683496064,3.47193682385594,1.09838331132165,-0.230350896261689,-0.643205643407655,-1.13922838811873,1.01038957670861,-0.407363752119634,-0.586900138059562,-1.13423509601169,First Order
crRNA004:7-33_FirstOrder_24,0.00239936005688889,0.343579545543111,0.00119984000711111,0.125125273358222,2.61990457529743,0.463972699096258,2.92087666117009,0.902654960718716,1.59625440131273,-0.33976377805553,0.290923168483948,-0.641689124912404,1.59625440131273,-0.0791846195075522,-0.69906621046381,-0.641689124912404,First Order
crRNA004:7-33_FirstOrder_25,0.0452217262222222,0.00766104731022222,0.015053328384,0.00631113728711111,1.34465286360771,2.11571185569909,1.82236746425693,2.1998923724498,0.846134278070353,-0.890298622247312,-0.704334717610809,-0.781208227887152,1.04060467576893,-0.844000161346465,-0.646855090497108,-0.803978562182968,First Order
crRNA004:7-33_FirstOrder_26,0.022039921152,0.146601973248,0.0354947116728889,0.0705743214151111,1.65678996350957,0.833860184094956,1.44983634729323,1.15135328898111,1.04149961092137,-0.336827368294147,-0.706451074198018,-0.614890661615832,1.09785992694728,-0.390690322789603,-0.775897473349946,-0.652798627441232,First Order
crRNA004:7-33_FirstOrder_27,0.0119840071111111,0.605562670272,1,1,1.92139794194139,0.217840904635074,0,0,1.60841346415639,-0.173266096761001,-0.199563269248415,-0.287244972431652,1.60841346415639,-0.173266096761001,-0.199563269248415,-0.287244972431652,First Order
crRNA004:7-33_randomDouble_008,0.00211966316088889,0.00147537555911111,0.010452468288,0.00548334373688889,2.6737331480288,2.83109741528668,1.98078114139223,2.26095452844537,1.07606978391581,-0.797657835393894,-0.800718929521185,-0.980601625029685,1.0847441902928,-0.896111765435192,-0.766042552677066,-0.924296215865679,Random Double
crRNA004:7-33_randomDouble_010,0.026414180352,0.110266417152,0.0351221754808889,0.0867467918791111,1.57816286118853,0.957556736574632,1.45441859156763,1.06174657757412,0.981785386141002,-0.433832706737157,-0.722770953906666,-0.576025302435766,1.13196798807721,-0.438735174560348,-0.451340273651702,-0.625943413082206,Random Double
crRNA004:7-33_randomDouble_016,1,0.124244232,0.137834135310222,0.112725011569778,0,0.905723764113487,0.860643213916048,0.947979711446627,0.149300668400755,0.408128243438062,0.477383108066204,0.396835377517502,0.0465252572644382,0.129445135780257,0.488850579940213,0.536567417855022,Random Double
crRNA004:7-33_randomDouble_026,0.278594442225778,0.052427698176,0.000342958535111111,1.10997048888889e-05,0.555027551712314,1.28043920945023,3.46475838450827,4.95468856777468,0.465008740091225,-0.326132263599791,-1.51836539948172,-1.62516858092493,0.710332303505145,-0.623462773582787,-1.21327193808995,-1.47896112712786,Random Double
crRNA004:7-33_randomDouble_027,0.00438254258488889,0.0173190442097778,0.0201468328888889,0.0233342524871111,2.35827385520167,1.76147607917047,1.69579321587451,1.63200610718177,1.29257944843983,-0.619679952865574,-0.650423737736616,-0.683481854514828,1.20961291574156,-0.840488252808332,-0.713333775527594,-0.624415694047975,Random Double
