R1_input,R2_input,R3_input,R1_top,R2_top,R3_top,R1_bot,R2_bot,R3_bot
crRNA2301:5567-5589_intron_5_dist5p_5544_dist3p_1,468,72,374,1,95,263,294,547,459
crRNA2302:5568-5590_intron_5_dist5p_5545_dist3p_0,539,86,499,4,84,374,123,617,500
crRNA2303:5571-5593_intron_5_dist5p_5548_dist3p_-3,975,114,782,36,224,677,360,956,878
crRNA2304:5574-5596_intron_5_dist5p_5551_dist3p_-6,641,147,459,13,99,391,206,777,602
crRNA2305:5577-5599_intron_5_dist5p_5554_dist3p_-9,928,100,703,15,403,739,296,1177,926
crRNA2306:5580-5602_intron_5_dist5p_5557_dist3p_-12,895,115,723,15,143,540,192,797,761
crRNA2307:5583-5605_intron_5_dist5p_5560_dist3p_-15,898,233,767,27,209,716,355,887,889
crRNA2308:5586-5608_intron_5_dist5p_5563_dist3p_-18,1048,263,874,246,695,2400,422,431,275
crRNA2309:5589-5611_intron_5_dist5p_5566_dist3p_-21,1121,376,865,811,3792,3755,240,352,245
crRNA2310:2-24_intron_6_dist5p_-21_dist3p_583,1067,238,825,33,108,903,415,945,807
crRNA2311:5-27_intron_6_dist5p_-18_dist3p_580,1058,235,799,109,351,770,850,1183,892
crRNA2312:8-30_intron_6_dist5p_-15_dist3p_577,646,141,552,37,33,440,370,812,570
crRNA2313:11-33_intron_6_dist5p_-12_dist3p_574,1698,286,1343,70,460,1115,934,1903,1567
crRNA2314:14-36_intron_6_dist5p_-9_dist3p_571,959,211,778,71,195,648,454,1071,998
crRNA2315:17-39_intron_6_dist5p_-6_dist3p_568,935,102,709,8,58,554,301,852,813
crRNA2316:42-64_intron_6_dist5p_19_dist3p_543,945,157,647,18,47,567,229,828,723
crRNA2317:45-67_intron_6_dist5p_22_dist3p_540,1254,225,903,38,172,839,484,1315,921
crRNA2318:48-70_intron_6_dist5p_25_dist3p_537,1144,322,968,39,150,942,515,1352,1201
crRNA2319:51-73_intron_6_dist5p_28_dist3p_534,893,245,664,59,179,718,535,1010,782
crRNA2320:54-76_intron_6_dist5p_31_dist3p_531,1020,267,888,35,374,745,602,1311,1085
crRNA2321:57-79_intron_6_dist5p_34_dist3p_528,855,111,611,45,113,528,295,1079,769
crRNA2322:60-82_intron_6_dist5p_37_dist3p_525,824,152,581,14,133,669,305,901,639
crRNA2323:63-85_intron_6_dist5p_40_dist3p_522,1006,216,872,134,301,1251,333,562,635
crRNA2324:66-88_intron_6_dist5p_43_dist3p_519,894,115,603,29,171,448,337,915,668
crRNA2325:69-91_intron_6_dist5p_46_dist3p_516,528,79,481,11,187,364,182,611,517
crRNA2328:94-116_intron_6_dist5p_71_dist3p_491,741,111,538,10,214,441,270,747,662
crRNA2329:149-171_intron_6_dist5p_126_dist3p_436,499,55,358,25,169,480,48,203,268
crRNA2330:174-196_intron_6_dist5p_151_dist3p_411,665,130,511,105,139,1276,337,466,332
crRNA2331:434-456_intron_6_dist5p_411_dist3p_151,974,269,900,352,1377,2918,454,478,378
crRNA2332:459-481_intron_6_dist5p_436_dist3p_126,1015,231,971,76,526,1835,362,590,462
crRNA2333:484-506_intron_6_dist5p_461_dist3p_101,679,103,654,65,144,723,171,479,442
crRNA2334:489-511_intron_6_dist5p_466_dist3p_96,578,56,463,45,136,1199,112,305,218
crRNA2335:494-516_intron_6_dist5p_471_dist3p_91,653,72,488,41,73,474,288,616,455
crRNA2336:499-521_intron_6_dist5p_476_dist3p_86,559,92,490,22,115,342,165,844,578
crRNA2337:504-526_intron_6_dist5p_481_dist3p_81,763,86,569,19,140,731,221,782,476
crRNA2340:519-541_intron_6_dist5p_496_dist3p_66,459,65,360,1,60,218,82,491,359
crRNA2343:530-552_intron_6_dist5p_507_dist3p_55,746,118,577,12,217,426,226,549,605
crRNA2344:533-555_intron_6_dist5p_510_dist3p_52,953,138,851,25,342,774,282,810,867
crRNA2345:536-558_intron_6_dist5p_513_dist3p_49,577,76,579,2,84,586,143,595,679
crRNA2346:539-561_intron_6_dist5p_516_dist3p_46,615,92,459,17,119,338,177,514,633
crRNA2347:542-564_intron_6_dist5p_519_dist3p_43,805,272,598,31,307,653,436,795,679
crRNA2348:545-567_intron_6_dist5p_522_dist3p_40,873,124,586,19,273,611,329,708,581
crRNA2349:548-570_intron_6_dist5p_525_dist3p_37,671,201,595,93,420,1693,213,266,321
crRNA2350:551-573_intron_6_dist5p_528_dist3p_34,1151,244,1071,171,741,2666,316,628,547
crRNA2351:554-576_intron_6_dist5p_531_dist3p_31,775,247,665,23,313,690,169,496,669
crRNA2352:557-579_intron_6_dist5p_534_dist3p_28,749,113,693,33,65,674,278,851,744
crRNA2353:560-582_intron_6_dist5p_537_dist3p_25,1017,216,799,50,175,754,449,996,901
crRNA2354:563-585_intron_6_dist5p_540_dist3p_22,894,180,764,28,217,705,239,804,684
crRNA2355:566-588_intron_6_dist5p_543_dist3p_19,911,223,907,97,218,767,730,1146,997
crRNA2356:569-591_intron_6_dist5p_546_dist3p_16,830,218,726,115,520,1432,163,345,435
crRNA2357:572-594_intron_6_dist5p_549_dist3p_13,784,61,424,8,53,409,94,491,419
crRNA2363:591-613_intron_6_dist5p_568_dist3p_-6,523,103,531,18,100,396,259,628,526
crRNA2364:594-616_intron_6_dist5p_571_dist3p_-9,898,162,712,61,125,844,387,1023,873
crRNA2365:597-619_intron_6_dist5p_574_dist3p_-12,1382,310,1267,116,483,1226,754,1602,1383
crRNA2366:600-622_intron_6_dist5p_577_dist3p_-15,1238,258,939,55,453,852,702,1237,1103
crRNA2367:603-625_intron_6_dist5p_580_dist3p_-18,733,278,791,103,464,1330,502,533,524
crRNA2368:606-628_intron_6_dist5p_583_dist3p_-21,2206,423,1740,304,1007,3458,614,1262,1353
crRNA2369:2-24_intron_7_dist5p_-21_dist3p_2497,2869,772,2264,204,1174,3346,1594,2029,1682
crRNA2370:5-27_intron_7_dist5p_-18_dist3p_2494,1135,343,851,384,1535,3907,234,198,244
crRNA2371:8-30_intron_7_dist5p_-15_dist3p_2491,1068,383,870,433,2484,3579,201,275,107
crRNA2372:11-33_intron_7_dist5p_-12_dist3p_2488,893,144,601,185,1109,2781,70,257,157
crRNA2373:14-36_intron_7_dist5p_-9_dist3p_2485,806,182,562,118,443,1912,90,203,142
crRNA2374:17-39_intron_7_dist5p_-6_dist3p_2482,793,138,589,21,127,390,222,609,601
crRNA2375:20-42_intron_7_dist5p_-3_dist3p_2479,740,125,716,21,203,680,251,1050,840
crRNA2376:23-45_intron_7_dist5p_0_dist3p_2476,572,65,416,9,41,321,142,529,415
crRNA2377:24-46_intron_7_dist5p_1_dist3p_2475,621,97,468,28,83,442,236,612,601
crRNA2378:27-49_intron_7_dist5p_4_dist3p_2472,653,82,525,28,10,462,188,710,571
crRNA2379:57-79_intron_7_dist5p_34_dist3p_2442,671,73,434,25,90,409,126,875,474
crRNA2380:89-111_intron_7_dist5p_66_dist3p_2410,1214,181,909,13,212,791,350,1264,885
crRNA2381:94-116_intron_7_dist5p_71_dist3p_2405,1181,237,868,64,387,958,473,1040,1001
crRNA2382:99-121_intron_7_dist5p_76_dist3p_2400,926,123,704,38,215,961,189,805,642
crRNA2383:119-141_intron_7_dist5p_96_dist3p_2380,531,84,401,7,112,317,204,764,574
crRNA2384:124-146_intron_7_dist5p_101_dist3p_2375,801,126,686,90,243,699,609,912,704
crRNA2385:149-171_intron_7_dist5p_126_dist3p_2350,634,67,414,13,76,249,137,567,481
crRNA2387:2373-2395_intron_7_dist5p_2350_dist3p_126,583,74,457,6,144,430,137,819,624
crRNA2388:2398-2420_intron_7_dist5p_2375_dist3p_101,1179,213,954,37,50,1034,544,1443,1104
crRNA2389:2403-2425_intron_7_dist5p_2380_dist3p_96,883,96,673,11,172,537,247,897,814
crRNA2390:2408-2430_intron_7_dist5p_2385_dist3p_91,561,106,385,19,11,363,174,599,638
crRNA2391:2413-2435_intron_7_dist5p_2390_dist3p_86,626,101,511,3,229,475,186,646,587
crRNA2396:2474-2496_intron_7_dist5p_2451_dist3p_25,635,94,488,10,57,409,164,689,608
crRNA2398:2514-2536_intron_7_dist5p_2491_dist3p_-15,819,149,788,29,165,596,365,806,785
crRNA2399:2517-2539_intron_7_dist5p_2494_dist3p_-18,958,219,813,40,137,1080,668,1087,773
crRNA2400:2520-2542_intron_7_dist5p_2497_dist3p_-21,2466,709,1883,183,501,1821,2263,2910,2133
crRNA2401:2-24_intron_8_dist5p_-21_dist3p_12929,1157,166,1008,26,302,1154,269,969,835
crRNA2402:5-27_intron_8_dist5p_-18_dist3p_12926,799,190,721,55,296,1764,153,321,331
crRNA2403:8-30_intron_8_dist5p_-15_dist3p_12923,1022,163,938,40,271,659,295,1127,979
crRNA2404:11-33_intron_8_dist5p_-12_dist3p_12920,905,203,835,22,282,682,477,1047,1108
crRNA2405:14-36_intron_8_dist5p_-9_dist3p_12917,627,68,502,17,112,320,85,627,604
crRNA2406:17-39_intron_8_dist5p_-6_dist3p_12914,492,54,344,24,111,352,105,391,443
crRNA2407:20-42_intron_8_dist5p_-3_dist3p_12911,684,136,705,23,138,502,259,559,822
crRNA2408:23-45_intron_8_dist5p_0_dist3p_12908,954,168,804,36,265,799,606,1175,858
crRNA2409:24-46_intron_8_dist5p_1_dist3p_12907,921,147,800,57,147,659,480,1150,930
crRNA2410:27-49_intron_8_dist5p_4_dist3p_12904,1108,323,999,108,266,945,816,1138,1147
crRNA2411:30-52_intron_8_dist5p_7_dist3p_12901,705,133,652,19,97,505,254,826,834
crRNA2412:33-55_intron_8_dist5p_10_dist3p_12898,1045,306,853,17,140,694,534,980,847
crRNA2413:36-58_intron_8_dist5p_13_dist3p_12895,614,74,634,17,50,590,170,870,763
crRNA2414:39-61_intron_8_dist5p_16_dist3p_12892,903,255,708,51,193,500,242,781,834
crRNA2418:81-103_intron_8_dist5p_58_dist3p_12850,752,205,602,26,233,598,368,794,762
crRNA2419:84-106_intron_8_dist5p_61_dist3p_12847,1369,230,921,10,176,788,609,1191,875
crRNA2420:89-111_intron_8_dist5p_66_dist3p_12842,1235,347,1123,66,416,1043,895,1245,1065
crRNA2421:94-116_intron_8_dist5p_71_dist3p_12837,1314,420,1297,499,636,1425,1040,1411,1322
crRNA2422:99-121_intron_8_dist5p_76_dist3p_12832,1489,505,1221,160,637,1456,1224,1127,1282
crRNA2423:104-126_intron_8_dist5p_81_dist3p_12827,894,275,460,170,742,897,156,311,271
crRNA2424:109-131_intron_8_dist5p_86_dist3p_12822,1184,277,700,43,502,1239,272,453,335
crRNA2425:114-136_intron_8_dist5p_91_dist3p_12817,735,67,370,65,191,345,219,644,337
crRNA2426:119-141_intron_8_dist5p_96_dist3p_12812,1121,228,922,45,156,853,659,1115,977
crRNA2427:124-146_intron_8_dist5p_101_dist3p_12807,933,215,767,21,279,560,673,1024,873
crRNA2428:149-171_intron_8_dist5p_126_dist3p_12782,1216,439,1017,156,530,989,984,1236,1021
crRNA2430:12780-12802_intron_8_dist5p_12757_dist3p_151,436,68,414,21,121,358,150,621,622
crRNA2432:12835-12857_intron_8_dist5p_12812_dist3p_96,698,103,533,10,105,444,145,703,597
crRNA2433:12865-12887_intron_8_dist5p_12842_dist3p_66,463,86,414,3,36,304,194,526,495
crRNA2437:12946-12968_intron_8_dist5p_12923_dist3p_-15,780,158,583,35,180,473,376,877,672
crRNA2438:12949-12971_intron_8_dist5p_12926_dist3p_-18,986,231,829,69,400,905,586,1006,920
crRNA2439:12952-12974_intron_8_dist5p_12929_dist3p_-21,2720,478,2042,339,1302,3733,1032,1415,1377
crRNA2440:2-24_intron_9_dist5p_-21_dist3p_1740,1277,276,885,178,646,1726,269,471,627
crRNA2441:5-27_intron_9_dist5p_-18_dist3p_1737,1189,276,1039,69,516,1240,369,768,1023
crRNA2442:8-30_intron_9_dist5p_-15_dist3p_1734,1109,230,924,48,397,811,479,955,1002
crRNA2443:11-33_intron_9_dist5p_-12_dist3p_1731,1272,227,954,121,472,1618,317,413,563
crRNA2444:14-36_intron_9_dist5p_-9_dist3p_1728,870,167,652,82,312,580,699,1024,777
crRNA2445:17-39_intron_9_dist5p_-6_dist3p_1725,609,152,469,19,227,447,125,510,553
crRNA2446:20-42_intron_9_dist5p_-3_dist3p_1722,1044,112,708,59,469,1395,197,553,484
crRNA2447:23-45_intron_9_dist5p_0_dist3p_1719,1067,253,1016,42,417,1083,504,790,1013
crRNA2448:24-46_intron_9_dist5p_1_dist3p_1718,1088,243,885,26,326,943,549,1155,969
crRNA2449:27-49_intron_9_dist5p_4_dist3p_1715,600,218,645,26,288,579,268,783,648
crRNA2450:30-52_intron_9_dist5p_7_dist3p_1712,467,73,284,20,64,267,149,420,284
crRNA2451:33-55_intron_9_dist5p_10_dist3p_1709,737,90,632,171,962,1867,116,290,264
crRNA2452:36-58_intron_9_dist5p_13_dist3p_1706,1008,101,830,19,47,570,183,1039,884
crRNA2453:39-61_intron_9_dist5p_16_dist3p_1703,750,96,574,10,108,441,186,858,851
crRNA2455:45-67_intron_9_dist5p_22_dist3p_1697,674,85,523,5,63,373,156,649,628
crRNA2456:48-70_intron_9_dist5p_25_dist3p_1694,830,112,683,20,187,507,320,1091,779
crRNA2457:51-73_intron_9_dist5p_28_dist3p_1691,1322,321,1200,251,448,2246,452,631,658
crRNA2458:54-76_intron_9_dist5p_31_dist3p_1688,1248,324,961,44,109,818,687,1311,1116
crRNA2459:57-79_intron_9_dist5p_34_dist3p_1685,1015,307,871,28,102,723,484,1161,830
crRNA2460:60-82_intron_9_dist5p_37_dist3p_1682,831,189,655,55,95,581,481,829,690
crRNA2461:63-85_intron_9_dist5p_40_dist3p_1679,588,91,390,56,41,326,229,538,445
crRNA2462:66-88_intron_9_dist5p_43_dist3p_1676,646,63,460,23,193,484,319,764,538
crRNA2463:89-111_intron_9_dist5p_66_dist3p_1653,779,164,610,1,245,579,390,790,566
crRNA2464:94-116_intron_9_dist5p_71_dist3p_1648,930,258,739,106,840,2360,166,296,203
crRNA2465:99-121_intron_9_dist5p_76_dist3p_1643,961,195,819,68,201,638,477,1051,816
crRNA2466:104-126_intron_9_dist5p_81_dist3p_1638,1154,247,1069,87,329,1126,686,1345,1018
crRNA2467:109-131_intron_9_dist5p_86_dist3p_1633,1012,272,750,51,258,878,665,927,779
crRNA2468:114-136_intron_9_dist5p_91_dist3p_1628,817,160,580,55,154,539,241,813,638
crRNA2471:174-196_intron_9_dist5p_151_dist3p_1568,515,161,367,10,75,410,120,585,467
crRNA2472:1591-1613_intron_9_dist5p_1568_dist3p_151,1094,257,899,58,168,833,565,1394,971
crRNA2473:1616-1638_intron_9_dist5p_1593_dist3p_126,885,192,665,24,163,609,365,764,676
crRNA2474:1641-1663_intron_9_dist5p_1618_dist3p_101,621,88,551,6,35,445,162,716,678
crRNA2475:1646-1668_intron_9_dist5p_1623_dist3p_96,1275,307,1002,62,141,920,780,1302,1031
crRNA2476:1651-1673_intron_9_dist5p_1628_dist3p_91,1198,209,894,30,137,711,656,1221,970
crRNA2477:1656-1678_intron_9_dist5p_1633_dist3p_86,1050,244,717,98,488,915,773,1068,778
crRNA2478:1661-1683_intron_9_dist5p_1638_dist3p_81,866,197,577,65,311,513,564,907,557
crRNA2479:1666-1688_intron_9_dist5p_1643_dist3p_76,835,192,521,226,755,1271,230,259,205
crRNA2480:1671-1693_intron_9_dist5p_1648_dist3p_71,805,165,700,52,960,1775,152,364,294
crRNA2481:1676-1698_intron_9_dist5p_1653_dist3p_66,938,293,782,83,171,858,413,678,690
crRNA2482:1681-1703_intron_9_dist5p_1658_dist3p_61,1000,240,767,18,215,660,459,1299,898
crRNA2483:1684-1706_intron_9_dist5p_1661_dist3p_58,1195,229,1062,94,379,856,548,1232,1177
crRNA2484:1687-1709_intron_9_dist5p_1664_dist3p_55,841,129,593,28,236,480,238,700,829
crRNA2485:1690-1712_intron_9_dist5p_1667_dist3p_52,421,101,406,42,51,334,186,583,521
crRNA2486:1693-1715_intron_9_dist5p_1670_dist3p_49,660,109,613,13,75,470,244,934,653
crRNA2488:1699-1721_intron_9_dist5p_1676_dist3p_43,484,79,440,22,36,255,138,717,588
crRNA2490:1705-1727_intron_9_dist5p_1682_dist3p_37,606,66,495,41,50,433,165,834,607
crRNA2491:1708-1730_intron_9_dist5p_1685_dist3p_34,1006,244,768,73,259,718,642,1169,1023
crRNA2492:1711-1733_intron_9_dist5p_1688_dist3p_31,1420,415,1166,141,583,1643,654,957,997
crRNA2493:1714-1736_intron_9_dist5p_1691_dist3p_28,1370,306,1098,82,305,1261,644,1050,1099
crRNA2494:1717-1739_intron_9_dist5p_1694_dist3p_25,1303,341,1058,78,620,1394,612,822,1004
crRNA2495:1720-1742_intron_9_dist5p_1697_dist3p_22,1309,332,1127,206,582,1785,655,669,1005
crRNA2496:1723-1745_intron_9_dist5p_1700_dist3p_19,1148,191,1097,39,363,1349,647,1083,994
crRNA2497:1726-1748_intron_9_dist5p_1703_dist3p_16,1194,366,1002,71,325,1094,871,1167,881
crRNA2498:1729-1751_intron_9_dist5p_1706_dist3p_13,1299,248,881,154,332,770,769,1232,1108
crRNA2499:1732-1754_intron_9_dist5p_1709_dist3p_10,905,186,846,36,133,660,432,1166,809
crRNA2500:1735-1757_intron_9_dist5p_1712_dist3p_7,875,240,800,105,741,740,267,846,881
crRNA2501:1738-1760_intron_9_dist5p_1715_dist3p_4,694,80,596,6,113,647,179,757,606
crRNA2502:1741-1763_intron_9_dist5p_1718_dist3p_1,688,63,553,11,88,549,105,488,402
crRNA2503:1742-1764_intron_9_dist5p_1719_dist3p_0,649,128,520,11,60,297,111,624,573
crRNA2504:1745-1767_intron_9_dist5p_1722_dist3p_-3,999,191,813,12,222,622,401,999,911
crRNA2505:1748-1770_intron_9_dist5p_1725_dist3p_-6,597,103,462,4,87,429,185,706,565
crRNA2506:1751-1773_intron_9_dist5p_1728_dist3p_-9,823,75,484,7,47,347,130,622,537
crRNA2507:1754-1776_intron_9_dist5p_1731_dist3p_-12,931,193,740,31,155,643,399,1111,991
crRNA2508:1757-1779_intron_9_dist5p_1734_dist3p_-15,819,150,600,16,260,683,539,879,823
crRNA2509:1760-1782_intron_9_dist5p_1737_dist3p_-18,1187,291,950,50,276,1010,689,1176,1031
crRNA2510:1763-1785_intron_9_dist5p_1740_dist3p_-21,2668,662,2185,298,1561,4244,1263,1960,1531
crRNA2511:2-24_intron_10_dist5p_-21_dist3p_512,1097,187,779,91,331,1286,431,822,423
crRNA2512:5-27_intron_10_dist5p_-18_dist3p_509,1292,308,984,111,433,1122,705,1386,1189
crRNA2513:8-30_intron_10_dist5p_-15_dist3p_506,995,119,613,108,193,525,214,1055,756
crRNA2514:11-33_intron_10_dist5p_-12_dist3p_503,1172,296,907,97,276,877,760,1410,1031
crRNA2515:14-36_intron_10_dist5p_-9_dist3p_500,883,172,597,42,139,632,367,904,681
crRNA2516:17-39_intron_10_dist5p_-6_dist3p_497,870,172,776,28,242,613,509,1041,799
crRNA2517:20-42_intron_10_dist5p_-3_dist3p_494,455,71,340,2,104,399,158,606,419
crRNA2518:23-45_intron_10_dist5p_0_dist3p_491,552,134,464,23,128,332,240,575,616
crRNA2519:24-46_intron_10_dist5p_1_dist3p_490,659,125,493,46,72,466,315,724,856
crRNA2520:27-49_intron_10_dist5p_4_dist3p_487,790,117,632,1,177,568,387,844,752
crRNA2521:30-52_intron_10_dist5p_7_dist3p_484,806,155,639,14,161,486,235,1086,771
crRNA2522:33-55_intron_10_dist5p_10_dist3p_481,684,97,532,8,65,471,277,775,586
crRNA2523:36-58_intron_10_dist5p_13_dist3p_478,563,79,463,8,183,381,244,591,547
crRNA2524:60-82_intron_10_dist5p_37_dist3p_454,634,86,543,9,54,444,170,880,605
crRNA2525:63-85_intron_10_dist5p_40_dist3p_451,824,114,670,13,129,6607,257,1112,657
crRNA2526:114-136_intron_10_dist5p_91_dist3p_400,684,143,683,19,201,754,422,810,844
crRNA2527:119-141_intron_10_dist5p_96_dist3p_395,670,143,600,22,124,449,183,772,755
crRNA2528:124-146_intron_10_dist5p_101_dist3p_390,663,113,563,29,127,546,149,961,773
crRNA2529:174-196_intron_10_dist5p_151_dist3p_340,1373,474,1109,37,487,1121,959,1523,1201
crRNA2530:363-385_intron_10_dist5p_340_dist3p_151,643,65,431,15,33,240,129,518,529
crRNA2532:413-435_intron_10_dist5p_390_dist3p_101,733,148,740,22,333,410,242,904,836
crRNA2533:418-440_intron_10_dist5p_395_dist3p_96,760,204,751,29,176,715,522,868,677
crRNA2535:428-450_intron_10_dist5p_405_dist3p_86,657,112,598,119,8,467,234,689,685
crRNA2536:433-455_intron_10_dist5p_410_dist3p_81,1004,232,773,204,694,1522,380,620,505
crRNA2537:438-460_intron_10_dist5p_415_dist3p_76,619,150,524,10,294,388,261,639,393
crRNA2539:448-470_intron_10_dist5p_425_dist3p_66,531,81,418,10,80,258,145,537,575
crRNA2540:453-475_intron_10_dist5p_430_dist3p_61,519,85,397,4,100,338,117,583,480
crRNA2542:459-481_intron_10_dist5p_436_dist3p_55,516,82,409,16,70,400,175,588,554
crRNA2543:462-484_intron_10_dist5p_439_dist3p_52,487,118,441,3,222,389,162,446,462
crRNA2544:465-487_intron_10_dist5p_442_dist3p_49,714,160,634,46,127,493,481,867,684
crRNA2545:468-490_intron_10_dist5p_445_dist3p_46,1039,218,900,29,151,617,589,1107,8538
crRNA2546:471-493_intron_10_dist5p_448_dist3p_43,1158,200,816,25,304,836,630,1121,895
crRNA2547:474-496_intron_10_dist5p_451_dist3p_40,1346,330,1139,75,192,936,760,1456,1319
crRNA2548:477-499_intron_10_dist5p_454_dist3p_37,995,170,713,19,260,603,283,1002,863
crRNA2549:480-502_intron_10_dist5p_457_dist3p_34,922,107,775,9,112,657,208,1163,1005
crRNA2550:483-505_intron_10_dist5p_460_dist3p_31,677,92,619,11,140,544,220,887,572
crRNA2558:507-529_intron_10_dist5p_484_dist3p_7,732,184,620,12,182,564,373,997,670
crRNA2559:510-532_intron_10_dist5p_487_dist3p_4,1088,102,735,21,152,711,426,1086,937
crRNA2561:514-536_intron_10_dist5p_491_dist3p_0,628,75,559,19,117,398,157,734,640
crRNA2562:517-539_intron_10_dist5p_494_dist3p_-3,714,93,619,1,69,421,221,756,694
crRNA2563:520-542_intron_10_dist5p_497_dist3p_-6,635,54,470,5,16,334,112,645,525
crRNA2564:523-545_intron_10_dist5p_500_dist3p_-9,782,132,601,34,93,522,260,911,643
crRNA2566:529-551_intron_10_dist5p_506_dist3p_-15,932,168,749,18,240,705,386,1150,799
crRNA2567:532-554_intron_10_dist5p_509_dist3p_-18,2482,424,1932,69,568,1999,1090,2492,2327
crRNA2568:535-557_intron_10_dist5p_512_dist3p_-21,1047,229,714,221,757,1865,168,401,223
crRNA2569:2-24_intron_11_dist5p_-21_dist3p_4570,644,104,466,14,116,405,253,579,704
crRNA2570:5-27_intron_11_dist5p_-18_dist3p_4567,657,166,641,57,146,580,345,948,604
crRNA2571:8-30_intron_11_dist5p_-15_dist3p_4564,876,211,886,82,217,769,465,1067,878
crRNA2573:14-36_intron_11_dist5p_-9_dist3p_4558,572,53,447,36,65,359,165,621,590
crRNA2574:17-39_intron_11_dist5p_-6_dist3p_4555,912,95,820,23,61,817,270,907,696
crRNA2575:20-42_intron_11_dist5p_-3_dist3p_4552,916,119,765,23,122,640,335,979,873
crRNA2576:23-45_intron_11_dist5p_0_dist3p_4549,880,108,600,15,70,493,323,963,617
crRNA2577:24-46_intron_11_dist5p_1_dist3p_4548,540,54,448,14,66,350,91,567,512
crRNA2579:30-52_intron_11_dist5p_7_dist3p_4542,380,60,360,13,99,278,133,452,394
crRNA2580:33-55_intron_11_dist5p_10_dist3p_4539,734,93,519,17,61,376,247,1005,598
crRNA2581:36-58_intron_11_dist5p_13_dist3p_4536,730,94,511,16,141,408,160,691,615
crRNA2582:39-61_intron_11_dist5p_16_dist3p_4533,599,86,463,2,93,384,266,815,610
crRNA2583:42-64_intron_11_dist5p_19_dist3p_4530,886,115,547,33,205,642,280,974,656
crRNA2584:45-67_intron_11_dist5p_22_dist3p_4527,637,169,559,6,127,470,267,912,714
crRNA2585:48-70_intron_11_dist5p_25_dist3p_4524,1054,185,803,38,83,793,420,1234,834
crRNA2586:51-73_intron_11_dist5p_28_dist3p_4521,867,171,841,60,37,816,414,800,897
crRNA2587:54-76_intron_11_dist5p_31_dist3p_4518,1082,199,907,51,959,944,571,1120,928
crRNA2588:57-79_intron_11_dist5p_34_dist3p_4515,999,86,798,24,116,703,347,958,752
crRNA2589:60-82_intron_11_dist5p_37_dist3p_4512,456,52,353,1,10,278,107,478,405
crRNA2590:63-85_intron_11_dist5p_40_dist3p_4509,720,146,493,17,97,487,277,946,631
crRNA2591:66-88_intron_11_dist5p_43_dist3p_4506,1217,268,963,111,360,707,790,1145,1003
crRNA2592:69-91_intron_11_dist5p_46_dist3p_4503,779,113,593,32,255,619,439,872,736
crRNA2593:72-94_intron_11_dist5p_49_dist3p_4500,998,270,851,67,188,935,696,1224,1164
crRNA2594:75-97_intron_11_dist5p_52_dist3p_4497,1171,272,1109,89,422,970,694,1249,1159
crRNA2595:78-100_intron_11_dist5p_55_dist3p_4494,834,163,668,13,154,567,224,845,892
crRNA2596:81-103_intron_11_dist5p_58_dist3p_4491,1387,351,934,40,144,990,392,1099,932
crRNA2597:84-106_intron_11_dist5p_61_dist3p_4488,921,180,820,50,419,900,325,765,761
crRNA2598:89-111_intron_11_dist5p_66_dist3p_4483,925,112,660,18,137,655,348,856,726
crRNA2599:94-116_intron_11_dist5p_71_dist3p_4478,687,97,675,56,232,592,211,641,740
crRNA2600:99-121_intron_11_dist5p_76_dist3p_4473,647,141,503,37,149,449,243,718,575
crRNA2601:149-171_intron_11_dist5p_126_dist3p_4423,906,221,765,59,238,720,580,1128,961
