"rank_cctop","rank_flash","rank_cpick","rank_chopchop","rank_crisprverse","lfc"
3,5,4,8,6,-1.68
13,25,1,15,2,-1.366
52,71,8,37,4,-1.142
64,67,47,66,20,-0.472
12,3,21,55,5,-1.712
98,97,4,122,16,-2.124
162,125,22,158,18,-1.214
86,35,28,49,1,-1.796
76,86,7,60,15,-2.596
114,49,34,115,26,-2.745
128,139,12,153,10,-1.182
55,24,20,68,79,-1.554
19,50,18,1,32,-2.049
28,25,30,41,14,-1.918
43,20,21,16,2,-1.645
12,14,17,14,4,-3.021
39,45,24,34,9,-0.073
9,2,3,16,4,-1.415
11,20,11,28,5,-1.237
18,8,6,23,2,-0.069
76,19,30,24,10,-0.249
104,73,9,48,7,-0.344
12,26,95,44,95,-2.484
29,4,4,2,3,-1.264
6,8,2,16,2,-1.505
59,24,6,28,4,-0.978
85,73,1,81,1,-2.498
55,41,11,45,2,-0.045
39,32,3,9,1,-1.417
38,31,29,41,10,-0.023
1,1,4,1,3,-0.46
1,7,1,3,7,-0.918
9,16,5,18,4,-0.918
13,20,7,36,2,-1.355
63,45,18,40,5,-1.423
19,23,23,42,21,0.087
60,43,10,56,24,-0.777
52,39,25,54,11,-3.374
28,3,6,17,46,-1.647
27,65,97,85,34,-0.863
29,10,33,15,57,-2.027
83,26,1,47,3,-1.594
1,46,9,52,2,-1.124
65,83,10,58,18,-1.282
125,41,2,44,19,-1.995
2,11,3,14,4,-1.941
15,30,10,4,2,-1.76
9,13,17,15,10,0.116
8,5,2,2,4,-2.1
24,6,1,6,30,-0.865
9,13,3,19,3,-1.089
28,21,20,26,8,-1.824
34,53,5,55,1,-1.093
1,4,5,3,1,-0.384
10,3,7,8,3,-1.217
6,9,3,2,4,-0.895
52,17,5,45,4,-1.627
55,45,7,8,2,-1.221
5,72,25,17,10,-0.371
25,22,3,8,6,-0.846
1,1,1,1,13,-2.719
29,25,11,5,3,-1.688
8,4,4,16,4,-0.83
31,26,6,22,8,-2.919
18,17,2,14,1,-1.429
5,8,10,19,5,-2.585
28,24,8,36,13,-1.296
5,8,1,19,6,-1.522
48,9,12,33,17,-1.282
4,4,2,12,1,-1.843
13,33,4,8,2,-2.008
22,37,35,32,10,-2.592
31,22,2,29,1,-2.712
7,10,4,15,5,-0.807
22,5,7,12,9,-0.432
1,7,3,46,4,-0.445
12,12,5,16,3,-1.614
11,13,1,2,47,-2.449
12,57,4,29,4,-0.953
4,3,2,6,2,-0.913
27,31,40,42,54,0.276
2,4,1,7,3,-0.5
18,3,2,4,2,-0.88
9,5,5,19,6,-0.573
13,18,4,21,1,-2.417
9,29,1,11,4,-1.91
23,2,3,61,1,-1.644
106,115,28,75,14,-0.85
72,21,6,34,5,-1.949
28,17,24,19,23,-1.93
39,9,13,5,2,-0.597
135,129,16,78,41,-0.09
60,57,2,41,6,-1.594
3,15,7,3,5,-1.401
12,11,31,5,9,-0.795
23,33,8,28,1,-1.305
25,34,26,27,16,-2.791
49,45,18,100,23,-0.216
56,18,2,19,1,-2.604
83,58,9,25,1,-0.584
3,3,66,8,45,-1.343
24,4,11,4,7,-0.904
16,6,15,14,5,-1.394
8,12,68,6,54,-0.025
101,16,67,49,6,-1.8
2,5,2,5,4,-1.016
46,57,73,32,13,-1.25
43,14,30,25,10,-1.02
20,4,3,28,29,-0.515
87,81,8,55,5,-1.929
6,31,16,19,155,-1.684
12,5,4,40,2,-1.592
138,27,9,104,5,-0.896
76,71,8,77,3,-0.972
113,91,142,128,162,0.13
11,13,2,20,2,-1.657
4,17,1,9,1,-3.407
14,22,8,13,6,-0.657
30,47,6,51,185,-0.977
12,52,106,67,64,-0.276
136,62,61,116,18,0.125
289,221,95,264,48,-0.997
11,1,15,47,4,-0.593
230,194,88,155,23,-0.005
173,166,45,207,24,-0.111
294,224,294,286,179,-0.39
82,46,74,71,9,-0.518
44,11,20,143,3,-0.808
54,52,16,61,5,-2.333
55,8,18,18,7,-0.948
2,1,13,92,3,-1.95
57,53,10,58,16,-1.051
29,4,1,29,2,-1.308
44,22,7,31,18,-2.323
40,45,28,26,28,-0.515
90,91,36,82,42,-0.997
20,95,37,23,40,-1.125
49,42,3,22,2,-3.253
36,36,34,38,25,-0.098
10,20,6,24,4,-2.247
32,33,15,33,5,-3.221
4,16,4,6,6,-3.377
24,28,28,27,3,-1.049
51,58,22,59,9,-1.25
54,71,3,22,4,-2.375
11,3,1,5,5,-2.017
19,6,2,105,1,-1.148
20,25,96,19,102,-0.916
13,21,14,36,37,-3.069
22,27,48,20,19,-1.211
62,48,5,61,2,-1.18
26,30,41,27,11,-1.43
104,99,77,109,14,-2.344
22,37,1,40,124,-2.643
31,120,29,42,15,-1.065
8,2,1,3,1,-1.336
28,21,28,32,5,-0.791
31,30,1,41,3,-0.78
10,1,3,1,7,-2.328
50,40,24,58,2,-2.172
1,11,47,14,63,-1.087
7,16,36,17,25,-0.919
41,87,9,7,84,-0.645
24,14,1,3,1,-1.18
95,85,13,91,3,-0.904
3,86,8,14,13,-1.382
21,100,82,34,109,-0.588
58,54,12,40,5,-2.722
37,35,2,53,1,-2.996
52,23,62,34,38,-0.651
2,1,32,6,7,0.066
18,54,4,27,2,-0.736
22,80,3,42,2,-1.689
16,9,50,13,36,-0.579
69,13,80,10,35,-0.922
43,44,65,24,96,-0.325
28,7,59,17,18,0.215
27,34,58,3,87,0.234
23,11,55,21,14,-0.083
10,10,44,11,11,-0.326
13,3,4,7,1,-0.564
17,19,2,13,36,-0.432
59,38,60,44,49,-0.7
56,55,2,78,2,-2.752
117,88,4,93,3,-0.967
7,23,28,16,23,-1.198
25,33,43,4,27,-0.037
27,35,30,23,1,-3.318
19,30,1,41,4,-1.795
5,22,31,8,5,-0.443
71,64,16,83,13,-3.121
41,44,42,12,19,-1.407
39,36,1,14,2,-0.618
21,26,15,9,4,-0.46
13,10,105,46,11,-2.111
5,4,22,24,13,-1.858
70,8,7,25,22,-0.505
38,36,6,31,2,-2.231
31,2,5,26,3,-0.946
1,24,53,5,19,-0.622
2,25,13,1,10,-2.253
13,30,1,56,6,-0.725
70,63,42,70,8,-0.012
5,17,8,4,4,-0.907
104,75,109,41,100,-0.839
68,18,7,57,3,-1.504
27,88,1,68,1,-2.2
56,92,34,59,11,-1.295
92,67,4,106,29,-1.171
12,26,9,29,9,-2.039
33,36,25,42,10,-2.491
103,113,58,103,15,-1.4
52,45,26,60,12,-2.885
70,54,37,55,8,-1.37
21,2,3,4,1,-1.046
40,47,11,44,9,-1.37
20,10,10,8,5,-1.499
111,97,4,91,6,-1.65
82,9,108,21,108,-0.296
45,52,16,95,33,-1.497
23,37,64,17,8,-2.257
1,22,2,19,1,-1.377
12,31,1,37,2,-1.813
14,5,49,7,8,-0.102
5,11,2,5,5,-1.194
91,82,3,94,139,-1.232
132,102,144,136,1,-1.904
52,66,9,6,12,-1.385
35,114,40,63,19,-1.854
141,107,29,128,16,-0.798
26,54,1,51,2,-1.749
65,70,22,112,7,-1.805
124,99,140,137,30,-0.565
74,6,54,24,1,-1.888
38,46,1,16,2,-3.04
45,52,95,36,3,-0.593
144,46,53,162,10,-2.64
15,6,2,33,17,-1.943
185,175,52,145,1,-3.277
80,50,8,143,32,-3.027
8,2,4,1,13,-2.912
52,16,11,58,11,-2.031
199,181,47,164,8,-1.334
68,13,75,3,253,-0.219
54,49,28,72,59,-0.671
224,198,72,220,20,-1.193
136,62,7,28,8,-1.106
198,163,77,196,2,-2.201
182,152,76,157,5,-1.25
189,156,201,200,57,-0.645
170,145,84,151,38,-2.279
9,57,9,10,16,-2.257
51,35,41,126,22,-3.213
57,26,18,68,47,-1.434
194,159,5,155,1,-1.179
226,45,18,206,3,-3.137
16,38,14,46,87,-3.043
353,284,72,262,7,-0.974
115,19,185,137,33,-3.449
251,236,278,276,6,-0.559
123,187,62,176,34,-0.867
153,122,90,177,21,-1.862
27,20,54,97,88,-1.378
1,21,35,4,1,-1.993
98,47,23,98,13,-0.282
2,31,47,2,29,-0.754
52,86,17,36,4,-1.281
43,17,5,20,24,-2.585
68,14,2,64,16,-1.309
25,55,32,32,35,-1.501
289,269,30,227,96,-0.409
370,309,27,419,2,-0.903
429,333,445,370,84,-0.285
385,356,55,386,43,-2.913
97,11,9,109,1,-2.813
54,14,2,66,5,-2.884
1,1,14,17,4,-0.903
123,38,90,204,2,-3.34
22,5,110,46,21,-1.353
52,143,9,156,1,-0.56
381,285,77,319,430,0.09
183,82,57,81,18,-0.02
13,3,109,4,6,-1.763
134,172,198,281,42,0.132
18,56,42,114,122,-2.649
143,98,96,267,60,-0.898
287,258,313,233,130,-0.841
266,366,293,371,200,0.27
247,354,27,175,19,-0.301
151,31,208,48,107,-1.569
117,161,186,111,161,-0.401
135,173,199,286,195,0.138
336,473,380,246,111,-1.377
479,387,495,518,369,-1.918
292,110,18,348,41,-1.872
465,378,58,451,32,-2.694
93,196,26,54,44,-1
58,20,143,358,20,-1.019
326,122,372,163,330,-0.605
269,150,320,130,358,-0.554
11,1,2,130,22,-3.092
223,160,6,242,6,-2.857
321,328,95,256,106,-0.795
398,367,21,361,33,-2.357
388,360,86,418,2,-1.711
205,164,23,110,19,-1.516
182,145,30,251,16,-1.4
220,197,9,187,5,-2.064
99,34,166,133,23,0.179
44,107,15,20,29,-0.515
157,168,210,87,32,-0.925
60,119,26,75,14,-0.766
48,109,32,11,20,-1.877
43,106,33,74,21,-0.977
142,54,200,304,65,-0.73
7,2,5,11,3,-0.072
14,9,3,19,1,-0.667
10,7,4,13,27,0.19
23,23,11,24,2,0.286
2,1,1,10,4,-1.529
18,18,2,12,6,-2.616
29,28,18,30,28,0.044
30,29,19,23,32,-0.281
16,10,12,18,21,-2.779
198,201,64,228,157,-0.765
53,138,125,24,9,-2.88
356,254,73,308,44,-2.973
256,220,11,237,17,-0.952
191,78,43,124,37,-0.745
146,46,78,103,5,-3.05
199,177,13,187,1,-2.005
96,36,12,137,57,-0.792
52,14,126,87,58,-1
151,153,56,118,6,-2.85
99,38,1,71,7,-3.051
186,243,213,133,73,-2.85
418,111,62,619,22,-1.404
990,801,992,890,28,-0.76
737,666,754,691,4,-1.073
204,154,266,109,83,-0.205
42,72,134,53,268,0.186
882,959,887,579,44,-0.898
634,207,653,577,192,-0.816
920,1060,924,933,65,-1.008
609,248,630,462,116,-0.983
21,8,10,25,8,-0.125
12,31,14,15,1,-0.66
47,19,24,33,23,-0.251
16,7,5,14,10,-0.603
9,25,13,7,5,-0.334
49,17,64,46,64,-0.763
20,34,37,12,20,-0.445
44,60,46,57,18,-1.975
51,47,44,40,6,-0.227
60,52,68,54,65,-1.592
10,4,3,13,1,-1.678
12,8,2,19,2,-1.486
3,13,26,5,17,-0.993
14,23,7,16,6,-2.838
1,12,1,8,3,-0.854
57,47,5,53,4,-2.726
7,2,4,4,15,-0.897
66,50,6,59,5,-0.896
35,37,23,20,19,0.208
15,24,53,21,37,-1.489
13,22,17,3,33,-0.108
1908,1446,1908,1780,742,0.356
218,50,287,198,143,-0.159
235,62,20,152,38,-1.055
1628,1299,1631,1550,562,-0.199
917,966,934,785,188,-0.026
768,283,74,388,300,-1.195
1450,1229,81,1429,208,-1.457
66,83,35,62,4,-0.456
17,4,22,8,10,-0.339
10,3,2,5,3,-0.664
69,59,11,66,26,0.357
41,22,18,15,8,0.007
27,40,46,37,2,-0.089
4,2,1,7,1,-1.064
31,43,3,44,19,-0.677
18,7,36,18,12,-0.206
11,4,1,1,1,-3.185
13,19,4,8,5,-2.814
90,93,52,57,44,-1.421
95,37,3,103,12,-2.051
45,13,45,20,18,-1.201
2,2,14,6,11,-1.43
29,31,65,55,35,-0.971
73,82,83,38,51,-0.603
37,16,96,51,7,-2.743
17,27,2,50,6,-1.758
36,32,9,18,4,-2.187
20,10,19,12,14,-0.67
51,43,28,56,25,-0.72
22,3,13,16,34,-1.007
37,33,10,29,11,0.29
27,11,4,38,21,-1.002
33,18,37,42,20,-1.113
41,219,5,95,9,-2.592
115,88,190,70,772,-0.353
79,2,160,14,32,-1.159
324,173,364,277,59,-1.072
575,525,23,338,33,-1.164
53,3,30,67,5,-1.788
468,472,495,444,17,-0.796
19,3,15,37,24,-0.368
676,602,684,584,627,-0.739
795,856,798,738,243,-0.3
640,583,650,593,257,-0.518
2,1,1,1,3,-0.974
175,13,76,89,45,0.14
510,158,38,282,80,-0.591
602,563,37,695,8,-1.203
36,8,70,70,13,-0.833
203,182,71,190,18,-0.658
188,176,35,179,9,-2.548
202,181,92,161,12,-1.084
213,190,66,147,37,-0.66
15,2,2,2,5,-2.792
135,26,85,115,7,-1.96
286,262,56,270,24,-3.024
329,292,352,220,66,-0.35
129,110,46,135,397,-0.666
31,63,21,75,38,-1.388
293,122,326,275,7,-1.798
398,322,409,331,40,-1.542
258,250,296,251,12,-0.269
85,167,162,122,179,-0.37
317,284,57,297,29,-1.459
51,7,5,30,49,-0.104
41,23,129,46,5,0.107
90,4,8,119,17,-0.384
333,333,74,323,43,-0.551
527,429,47,501,9,-0.031
149,63,30,229,36,-0.27
18,3,9,14,10,-0.095
78,229,155,193,102,-0.348
351,101,370,343,51,-0.219
82,92,158,86,104,-0.154
27,23,25,32,45,-0.427
3,6,10,4,15,-0.943
7,1,9,8,2,-1.139
19,7,6,14,5,-1.153
13,18,3,24,8,-0.636
12,3,4,49,11,-0.889
80,40,14,81,495,-0.837
241,58,40,204,16,-1.426
180,93,42,324,63,-1.476
221,23,30,280,34,-1.706
33,6,15,54,12,-0.746
441,382,38,379,1,-1.856
127,76,10,125,14,-2.685
318,59,321,305,1,-2.842
143,18,68,69,2,-1.089
221,226,76,151,4,-3.276
95,92,15,125,21,-1.186
57,119,1,70,8,-0.828
84,165,152,14,47,-0.751
543,489,554,536,96,-0.105
235,119,296,198,41,-0.962
33,24,1,683,1,-1.624
565,620,575,460,121,-1.27
300,32,3,168,10,-0.691
261,37,92,140,31,-2.706
44,2,65,17,14,-2.161
77,25,41,74,10,-0.271
252,209,50,237,1,-2.702
108,34,10,76,14,-0.719
78,14,5,83,43,-0.501
178,170,54,140,39,-2.507
153,64,47,61,2,-1.021
61,7,6,118,24,-1.144
50,40,2,50,40,-1.353
237,200,17,215,42,-2.572
135,77,4,172,7,-1.137
79,164,14,54,37,-0.987
89,13,2,34,8,-1.416
33,14,50,86,29,-1.584
296,255,36,337,26,-0.504
363,286,79,363,38,-2.581
46,11,41,238,23,-1.333
272,91,60,143,1,-0.745
266,240,293,289,256,-0.7
89,30,80,60,16,-1.409
135,130,71,137,23,-0.882
53,6,4,42,2,-0.656
99,32,28,98,1,-2.112
85,78,45,70,78,-1.617
10,2,42,8,5,-1.249
139,105,58,135,6,-0.928
123,100,37,125,40,-0.091
95,29,6,86,10,-1.792
101,89,22,123,8,-0.784
12,9,62,50,2,-1.918
129,90,55,125,19,-3.166
116,127,49,109,13,-2.844
122,88,35,89,4,-0.501
73,73,31,29,125,-1.451
107,82,46,84,16,-0.931
2,7,18,10,55,-0.77
39,21,9,45,32,-0.509
59,14,48,58,12,-1.169
426,206,437,239,22,0.172
366,191,382,232,3,-1.026
163,42,94,212,48,-2.061
21,32,69,2,6,-0.91
35,61,7,6,4,-3.313
448,409,86,302,58,-0.585
482,430,486,407,60,-0.98
77,47,145,136,110,-0.128
119,52,45,165,12,-2.837
235,57,47,139,2,-2.027
259,209,72,253,8,-0.995
16,1,3,2,3,-3.107
100,76,81,92,170,-2.334
39,44,59,43,31,-1.482
130,67,9,122,48,-1.944
79,18,140,32,6,-1.666
64,8,27,74,5,-0.852
44,14,41,33,19,-1.871
46,7,35,38,1,-0.179
9,25,3,2,6,0.185
135,114,56,118,17,0.083
402,329,411,340,14,-0.61
423,382,428,411,86,-0.561
409,332,62,367,3,-1.124
430,410,100,393,92,-0.206
295,119,73,266,70,-0.594
328,294,353,331,62,-0.114
63,155,148,11,75,-0.223
296,278,5,172,36,-0.439
332,295,358,254,6,-0.664
194,23,41,173,26,0.191
370,414,21,286,58,-0.342
279,267,312,330,54,-0.265
15,112,2,52,64,-0.572
412,336,85,413,45,-0.796
280,268,313,305,182,-0.187
422,344,91,428,67,0.248
307,287,38,307,28,0.159
104,18,1,140,1,-0.099
85,35,40,90,14,-0.069
194,162,7,168,7,-0.675
65,26,29,47,5,-0.278
189,159,54,166,13,0.121
183,157,39,172,122,-0.04
143,135,20,134,46,-0.173
