"rank_cctop","rank_flash","rank_cpick","rank_chopchop","rank_crisprverse","lfc"
175,153,66,109,123,-0.46
197,168,198,80,78,-2.334
4,9,10,11,8,-0.094
24,89,109,30,76,-0.501
1,82,99,10,135,-0.449
108,37,39,90,4,-2.7
378,149,59,113,58,-2.98
565,509,578,500,155,-1.315
302,321,352,323,23,-1.605
128,100,203,108,63,-2.152
384,296,91,345,3,-0.935
157,79,227,187,62,-3.04
122,39,200,138,92,-0.467
126,34,204,53,264,-0.76
43,11,132,72,221,-1.973
165,182,208,110,210,0.824
70,14,3,45,184,-1.265
90,16,2,37,16,-2.055
53,5,21,103,103,-1.13
28,9,110,38,62,-1.641
145,142,183,137,59,0.633
268,282,287,338,192,-0.476
93,26,16,53,24,-4.9
250,221,61,243,44,-3.024
219,203,253,202,140,0.258
105,57,75,68,10,-1.989
85,33,28,58,118,-1.473
22,36,22,7,85,-2.368
201,200,55,191,62,-3.128
262,318,92,263,38,-2.732
258,227,80,271,87,-1.055
268,231,286,246,34,-1.216
80,29,2,65,11,-3.949
75,130,95,98,36,-3.613
108,98,74,39,34,-2.664
92,89,93,76,23,-2.434
20,20,59,62,39,-2.351
38,24,11,61,11,-3.617
18,8,17,5,3,-2.451
21,13,14,23,18,-0.014
28,11,86,12,7,-2.481
27,16,41,11,10,-4.332
118,25,44,28,53,-2.972
70,61,22,59,5,-0.518
26,9,9,14,6,-0.815
59,24,103,41,67,-0.324
854,726,903,164,574,-0.079
321,34,408,432,14,-0.603
458,180,534,229,464,-1.31
72,329,188,1696,378,0.136
733,630,786,246,330,-2.379
134,170,59,126,53,-0.792
8,2,9,62,6,-0.324
4,75,10,186,49,-2.955
33,86,84,12,60,-0.761
39,70,99,20,31,-2.998
26,39,70,25,35,0.828
37,18,17,17,8,-0.618
50,15,48,34,15,-3.146
82,71,46,85,54,-1.767
56,19,71,49,53,-0.45
18,3,24,11,10,-0.997
339,354,346,300,148,-0.581
42,14,11,93,49,-0.655
180,192,220,106,118,-0.043
139,48,80,154,1,-2.501
4,8,102,11,125,1.624
102,85,180,46,657,0.138
80,242,165,140,333,-0.788
119,265,73,203,205,-1.195
357,518,381,299,282,0.407
524,558,535,560,262,-0.803
258,319,295,288,210,-0.378
51,43,52,90,12,0.557
57,158,45,26,108,-2.412
106,173,22,130,52,-1.743
82,36,89,100,71,-3.713
350,340,357,348,134,-1.132
224,236,257,275,161,1.281
218,113,253,216,80,-0.67
361,150,406,394,55,0.897
604,501,621,588,13,-2.743
205,136,273,318,393,-1.079
270,75,322,418,334,-0.362
457,425,86,517,64,-2.502
133,31,212,53,162,-1.218
15,70,108,47,176,-0.459
112,153,175,155,100,-0.187
205,201,50,181,85,-1.803
45,10,15,343,3,-1.425
140,102,195,206,66,-1.738
41,13,123,61,106,-3.156
34,38,26,31,64,0.771
58,67,33,52,19,0.348
33,8,12,24,14,-1.149
4,2,2,7,1,-3.249
53,48,27,56,8,-0.658
16,23,24,11,11,-2.522
75,49,76,88,127,-0.697
37,50,108,41,99,0.131
29,42,26,24,39,-5
39,26,24,73,46,-2.647
34,27,28,30,13,-2.257
45,16,4,55,51,0.379
85,76,19,80,6,-2.836
53,27,9,46,11,-2.771
10,40,13,6,14,-1.763
127,39,193,286,281,0.474
163,35,75,160,150,-0.316
111,171,182,116,171,-0.306
65,151,148,163,172,-1.613
113,97,47,142,25,-0.048
12,16,3,4,14,-0.093
31,56,16,14,52,-0.937
23,53,55,139,63,0.224
1,41,15,10,47,0.123
9,24,88,21,77,-0.18
27,40,67,112,21,-0.289
29,16,17,9,17,-1.657
10,43,13,1,5,-4.023
68,67,78,76,49,-0.335
26,23,72,58,8,-3.824
21,32,73,81,36,-1.482
4,64,59,19,70,-1.91
46,29,13,134,49,-3.61
238,268,251,233,115,-1.235
203,198,88,215,119,-2.594
135,44,66,293,4,-0.474
164,153,203,219,65,-1.352
113,4,38,74,43,-1.666
247,195,262,139,46,-1.983
14,50,110,16,90,-2.345
125,131,181,157,115,0.199
262,288,272,297,122,0.774
154,61,18,142,14,-1.965
36,125,115,33,104,-1.568
114,162,161,66,147,0.447
70,35,24,98,6,-2.968
130,34,9,71,17,-0.315
60,133,129,341,145,1.299
125,167,167,146,127,-0.138
127,12,7,62,11,-0.217
100,95,127,70,53,1.088
7,19,57,2,44,-0.839
174,32,234,31,111,-3.19
544,189,569,792,505,-0.398
1072,1137,1075,1004,533,-0.637
18,56,32,88,164,-1.987
7,360,107,28,559,-0.145
54,54,29,44,4,-1.751
36,9,11,15,18,0.364
58,55,22,53,13,-1.858
53,50,25,72,40,-1.708
18,12,24,27,20,-1.533
35,57,2,24,33,-4.434
20,49,7,5,17,-1.358
129,20,20,58,4,-0.61
57,3,1,24,1,-3.131
102,10,4,16,5,-2.644
31,7,5,10,6,-3.051
41,24,18,59,9,-2.19
57,29,31,23,31,-0.268
29,6,6,2,70,-4.331
121,16,21,214,64,-0.808
159,154,39,145,55,-0.856
36,79,115,37,117,-3.45
68,37,131,92,75,0.483
141,148,180,122,202,0.239
59,18,134,85,64,2.148
96,130,160,101,143,0.118
106,71,78,96,7,-1.312
178,43,15,74,55,-2.825
87,54,23,149,121,-0.292
31,6,48,16,23,1.605
10,1,18,23,31,-0.785
34,12,13,153,9,-1.939
3,37,5,20,11,-3.019
35,81,108,54,92,-0.505
63,16,20,38,20,-1.524
108,111,93,58,67,-0.791
95,75,113,78,63,-2.967
6,5,8,14,14,-2.779
13,34,56,10,19,-1.694
36,57,91,29,47,0.223
143,111,63,86,31,-2.274
67,32,32,63,13,-0.862
33,50,33,26,37,0.068
38,6,3,12,6,0.186
12,31,82,15,64,1.339
35,51,77,41,26,-3.026
95,127,51,249,62,-3.428
16,5,104,15,104,-0.124
227,191,4,232,30,-1.691
136,89,79,88,12,-2.917
145,156,92,129,49,-1.398
111,105,74,83,62,-2.064
11,2,15,32,1,-2.385
141,139,158,80,108,-2.446
78,19,11,40,11,-3.619
93,75,31,29,9,-3.699
60,51,61,53,35,1.913
9,9,28,32,39,1.105
20,2,8,47,6,0.481
107,101,82,97,51,-0.389
12,14,17,14,4,-4.005
71,12,20,36,8,-3.039
20,3,75,22,37,-0.435
15,29,71,23,51,0.273
1,7,1,3,7,-3.359
18,9,16,21,5,-3.601
51,6,69,23,28,-0.341
7,3,13,14,12,-2.47
2,4,1,7,3,-2.164
15,10,6,41,4,-0.283
8,1,3,9,12,-2.979
35,39,39,25,19,-0.903
34,13,23,14,11,-1.197
22,8,14,7,3,-3.635
43,14,30,25,10,-3.979
46,6,112,6,29,0.141
10,6,43,56,21,-2.18
136,62,61,116,18,-0.891
283,218,286,295,152,-1.839
110,81,56,121,33,-1.873
123,138,179,292,135,0.318
14,13,70,36,72,-0.306
29,4,1,29,2,-1.542
73,21,34,47,10,-0.408
10,20,67,17,25,0.531
15,15,13,11,7,-0.142
75,16,86,68,20,-2.979
10,6,18,23,4,-1.156
52,17,70,36,49,-0.4
70,8,7,25,22,-1.304
17,33,21,123,11,-0.849
4,27,29,2,16,-3.529
50,53,32,24,34,-3.253
78,13,81,30,16,-0.056
33,42,46,24,14,-1.29
11,33,101,9,13,-2.457
57,111,135,51,99,-1.496
200,245,226,150,159,0.397
213,193,69,218,12,-3.286
87,125,154,142,64,-2.045
6,3,21,36,202,-0.375
218,236,237,201,223,-1.168
162,143,66,85,26,-4.078
71,23,65,7,55,-1.019
174,147,72,96,53,-1.413
36,85,83,94,62,-3.31
137,129,69,90,12,-3.111
224,224,224,218,91,-0.459
212,82,248,352,220,-0.821
168,75,73,257,65,-1.799
174,59,12,104,39,-0.561
29,58,115,18,105,-1.022
131,122,46,93,25,-1.028
78,97,6,59,7,-0.575
18,1,51,17,31,-1.956
30,9,113,217,50,-0.136
2,31,47,2,29,-1.624
5,128,79,19,7,-3.845
33,64,46,43,160,-0.939
158,211,224,58,131,-0.283
306,279,85,315,29,-0.217
143,94,42,185,109,-2.842
6,145,102,15,273,-0.222
220,40,56,67,7,0.159
129,94,22,135,70,-3.31
36,28,15,24,51,-2.838
204,103,237,153,38,-4.569
82,23,149,79,207,-1.472
223,221,262,78,176,-2.165
253,242,67,212,100,-0.977
265,344,292,252,127,-0.848
130,24,92,131,92,-0.377
374,307,78,248,53,-3.909
77,138,157,259,192,0.089
82,190,162,125,278,-0.352
451,515,470,172,112,-0.58
47,176,3,94,24,-0.349
467,380,485,427,379,-0.989
338,310,381,373,108,-2.373
11,1,2,130,22,-3.588
105,228,175,47,155,-0.164
498,518,504,449,179,-1.745
56,64,20,45,136,-1.269
407,372,422,386,48,-2.325
107,29,176,91,65,-2.956
66,12,141,298,122,-2.43
17,15,112,28,123,-0.055
20,7,8,36,33,-0.834
50,111,16,18,55,0.987
73,126,147,61,71,-0.228
211,191,48,173,38,-0.438
22,9,3,8,10,-3.393
8,6,6,9,31,-1.159
36,34,20,32,10,-3.054
7,2,5,11,3,-1.588
235,210,259,205,218,-0.728
195,198,226,141,194,-1.177
176,67,210,165,30,-1.096
246,280,265,213,98,-2.36
144,88,72,102,96,-0.604
82,87,31,99,21,0.272
1,72,39,7,107,-0.113
99,38,1,71,7,-4.398
7,55,102,9,91,-1.341
45,70,9,6,59,-2.428
19,89,62,28,75,-0.522
821,718,48,718,39,-3.169
299,447,349,1062,578,0.187
279,203,99,155,258,0.693
55,9,145,125,158,-2.141
106,345,183,356,442,-2.955
15,5,53,26,45,-0.889
14,3,20,11,12,-4.366
17,33,7,13,11,-2.537
6,18,27,75,47,0.866
15,24,53,21,37,1.106
507,780,547,917,1095,-0.282
1043,1468,1057,870,983,-1.364
852,932,871,741,1056,0.081
249,196,313,211,680,-0.18
32,6,19,20,17,-3.244
10,3,2,5,3,-2.093
61,23,13,56,19,-0.954
89,30,112,84,74,0.449
40,66,85,28,65,-1.814
14,57,44,11,38,-2.177
48,32,7,29,3,-3.701
394,127,36,403,95,-0.332
540,506,557,249,90,-3.074
567,704,72,504,115,-2.201
181,57,245,34,13,-3.167
309,96,56,172,16,-1.031
28,286,116,152,341,-0.79
321,124,97,373,130,-0.494
25,203,74,4,192,-1.722
138,51,8,170,9,-4.662
71,34,18,47,26,-2.773
14,5,1,9,4,-3.653
13,81,109,33,107,-2.459
147,149,194,96,87,0.283
264,289,275,240,110,-0.994
89,30,30,98,190,-0.073
380,366,394,299,163,0.294
241,244,72,300,59,-0.773
24,127,51,64,130,-1.249
265,257,302,273,103,-2.558
470,397,475,330,149,0.178
458,391,80,321,54,-1.514
305,127,44,217,226,-0.539
378,181,35,290,72,-0.963
141,56,205,236,41,-0.208
163,98,220,87,38,-0.216
39,28,29,26,6,0.897
162,61,224,8,30,-0.376
169,55,1,55,10,-2.637
465,397,474,283,160,0.013
159,64,221,38,253,-0.948
116,57,184,96,229,0.006
301,312,332,407,144,-0.082
187,215,221,149,73,-1.236
12,21,103,43,109,-2.33
254,109,61,181,45,-3.332
303,271,310,209,222,-0.919
100,22,13,100,22,-2.6
387,193,421,356,194,-0.278
554,494,564,530,116,-2.693
302,202,349,169,156,-3.019
314,162,360,498,74,-4.294
45,100,129,37,144,0.97
92,18,156,117,100,0.478
32,41,42,90,55,-2.673
76,112,147,130,114,0.113
399,308,63,349,126,-2.748
137,57,195,80,129,-0.093
341,278,46,190,32,-3.588
7,90,15,2,102,-0.798
392,303,395,370,229,0.612
249,231,282,250,64,-3.189
78,74,94,15,52,1.045
38,36,93,43,90,-1.338
62,67,63,40,108,0.474
59,14,48,58,12,-2.034
12,9,62,50,2,0.006
87,118,59,27,54,-0.111
68,70,47,19,28,-3.503
277,86,61,306,71,-2.472
310,334,334,370,260,-2.721
21,32,69,2,6,-2.469
428,398,439,410,163,-0.443
336,200,356,287,259,-0.228
27,105,114,44,272,-0.456
218,221,226,175,68,-0.667
28,74,57,25,52,-1.617
145,152,176,135,126,-1.439
64,8,27,74,5,-3.355
40,99,89,112,66,-2.599
79,45,106,86,79,-2.239
84,61,167,424,41,-0.25
374,314,76,324,91,-1.356
181,46,9,165,19,-3.115
19,68,114,51,128,-1.554
136,189,206,122,172,0.501
56,8,141,88,193,-1.814
306,286,74,337,87,-3.42
194,23,41,173,26,-2.312
30,141,3,63,16,-2.363
155,83,75,220,232,-2.245
195,220,238,206,260,-0.054
127,60,14,103,2,-4.27
210,61,215,139,43,-2.87
137,63,32,137,31,-1.745
55,91,19,71,44,-2.439
3,70,45,20,37,-1.051
6,4,53,12,141,-0.688
16,3,58,223,143,0.404
